	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	date	likes	retweets	text	filtered_text	polarity	subjectivity
76	76	76	76	76	76	76	76	76	76	Tue Apr 10 20:02:32 +0000 2018	0	0	RT @MEL2AUSA: @bbusa617 @GrizzleMeister @alozras411 @ArizonaKayte @DjLots3 @AnnaApp91838450 @gr8tjude @DutyOfAPatriot @Golfinggary5221 @Gar…	mel2ausa bbusa617 grizzlemeister alozras411 arizonakayte djlots3 annaapp91838450 gr8tjude dutyofapatriot golfinggary5221 gar	0.0	0.0
77	77	77	77	77	77	77	77	77	77	Tue Apr 10 20:02:32 +0000 2018	0	0	"RT @astro_trader: #EU WON'T cherry pick UK fishing!
Tory MP:
Fishermen had a poor deal once, won’t accept it a 2nd time.

EU tell us we can…"	astro_trader eu wont cherry pick uk fishingtory mpfishermen have a poor deal once wont accept it a 2nd timeeu tell us we can	-0.2	0.3
78	78	78	78	78	78	78	78	78	78	Tue Apr 10 20:02:32 +0000 2018	0	0	RT @Scott_Maxwell: Pam Bondi and Rick Scott say they want to deny a judge's order to allow voting-restoration rights because the stand with…	scott_maxwell pam bondi and rick scott say they want to deny a judge order to allow votingrestoration right because the stand with	0.2857142857142857	0.5357142857142857
79	79	79	79	79	79	79	79	79	79	Tue Apr 10 20:02:33 +0000 2018	0	0	RT @Scott_Maxwell: Pam Bondi and Rick Scott say they want to deny a judge's order to allow voting-restoration rights because the stand with…	scott_maxwell pam bondi and rick scott say they want to deny a judge order to allow votingrestoration right because the stand with	0.2857142857142857	0.5357142857142857
80	80	80	80	80	80	80	80	80	80	Tue Apr 10 20:02:33 +0000 2018	0	0	RT @ChrChristensen: Corporations have no interest in functioning democracy, rights, justice. They’re interested in profit &amp; self-preservati…	chrchristensen corporations have no interest in function democracy right justice theyre interest in profit amp selfpreservati	0.2857142857142857	0.5357142857142857
81	81	81	81	81	81	81	81	81	81	Tue Apr 10 20:02:34 +0000 2018	0	0	RT @ChangeTheRef: Your power lies within your vote! Learn more about how to become part of the change at https://t.co/26Cj5xYsWR #ChangeThe…	changetheref your power lie within your vote learn more about how to become part of the change at changethe	0.5	0.5
82	82	82	82	82	82	82	82	82	82	Tue Apr 10 20:02:35 +0000 2018	0	0	RT @starcrosswolf: Today took us way past 'Wake Up America'  The feds raided a lawyer and took privileged information. Facebook is now labe…	starcrosswolf today take us way past wake up america the feds raid a lawyer and take privilege information facebook be now labe	-0.25	0.25
83	83	83	83	83	83	83	83	83	83	Tue Apr 10 20:02:35 +0000 2018	0	0	RT @Ji_Predicciones: Ricardo Montaner y Human Rights Watch lanzan la campaña #TodosConVenezuela https://t.co/Z7d43QVVxO	ji_predicciones ricardo montaner y human rights watch lanzan la campaña todosconvenezuela	0.0	0.1
84	84	84	84	84	84	84	84	84	84	Tue Apr 10 20:02:35 +0000 2018	0	0	"RT @SmokesAngel1: When governments try to remove our rights to free speech, guess who exposes their tyranny? @JulianAssange
Now that he is…"	smokesangel1 when governments try to remove our right to free speech guess who expose their tyranny julianassangenow that he be	0.34285714285714286	0.6678571428571429
85	85	85	85	85	85	85	85	85	85	Tue Apr 10 20:02:36 +0000 2018	0	0	@ljs1479 @JoeyVoicesShow @FP1023 @davidhogg111 @gipperguy @realDonaldTrump @RealJamesWoods @FoxNews Calm down. I di… https://t.co/1XsQlUp4JW	ljs1479 joeyvoicesshow fp1023 davidhogg111 gipperguy realdonaldtrump realjameswoods foxnews calm down i di	0.07222222222222223	0.5194444444444445
86	86	86	86	86	86	86	86	86	86	Tue Apr 10 20:02:36 +0000 2018	0	0	RT @ResponsePS: I’ve worked in Lambeth, I’ve taken guns off kids, patched them up when they’ve been stabbed and I can assure @ChukaUmunna t…	responseps ive work in lambeth ive take gun off kid patch them up when theyve be stab and i can assure chukaumunna t	0.0	0.0
87	87	87	87	87	87	87	87	87	87	Tue Apr 10 20:02:36 +0000 2018	0	0	Rights group urges Egypt's president to end violations #Egypt #MENA  https://t.co/tbDvzF9WlI	rights group urge egypts president to end violations egypt mena	0.0	0.0
88	88	88	88	88	88	88	88	88	88	Tue Apr 10 20:02:36 +0000 2018	0	0	RT @jimkennedy: Balaclavas, machine guns, even a helicopter. This is what it looks like when Spain's Guardia Civil comes to arrest people f…	jimkennedy balaclavas machine gun even a helicopter this be what it look like when spains guardia civil come to arrest people f	-0.05	0.0
89	89	89	89	89	89	89	89	89	89	Tue Apr 10 20:02:36 +0000 2018	0	0	RT @shannonrwatts: “Sandy Hook exposed a gun culture in the throes of moral bankruptcy. It illustrated the gun movement's social compact: O…	shannonrwatts sandy hook expose a gun culture in the throes of moral bankruptcy it illustrate the gun movements social compact o	0.016666666666666666	0.15833333333333333
90	90	90	90	90	90	90	90	90	90	Tue Apr 10 20:02:37 +0000 2018	0	0	RT @teamtrace: A Christian group in North Carolina has erected a billboard on an interstate highway warning that gun worship is a violation…	teamtrace a christian group in north carolina have erect a billboard on an interstate highway warn that gun worship be a violation	0.0	0.0
91	91	91	91	91	91	91	91	91	91	Tue Apr 10 20:02:37 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
92	92	92	92	92	92	92	92	92	92	Tue Apr 10 20:02:37 +0000 2018	0	0	RT @Davos: Colombia has granted the Amazon rainforest the same rights as a human being https://t.co/y0Mm6rn0vl https://t.co/em0Izs0LlR	davos colombia have grant the amazon rainforest the same right as a human be	0.09523809523809523	0.25357142857142856
93	93	93	93	93	93	93	93	93	93	Tue Apr 10 20:02:37 +0000 2018	0	0	"""Gay Rights!"" - Shin Hoseok"	gay rights shin hoseok	0.4166666666666667	0.5833333333333334
94	94	94	94	94	94	94	94	94	94	Tue Apr 10 20:02:38 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
95	95	95	95	95	95	95	95	95	95	Tue Apr 10 20:02:38 +0000 2018	0	0	Those protesting miscreants clearly do not understand that the environment &amp; the economy go hand in hand. If they d… https://t.co/xheMWK4mTa	those protest miscreants clearly do not understand that the environment amp the economy go hand in hand if they d	-0.05000000000000001	0.3833333333333333
96	96	96	96	96	96	96	96	96	96	Tue Apr 10 20:02:38 +0000 2018	0	0	RT @khvvijfcttfcop: @Svndra25 Because guns don't kill people people kill people https://t.co/UX5ag1bFJZ	khvvijfcttfcop svndra25 because gun dont kill people people kill people	0.0	0.0
97	97	97	97	97	97	97	97	97	97	Tue Apr 10 20:02:38 +0000 2018	0	0	@gugachacra Sorry Guga. Esses são os sujeitos que dizem que houve ataque do Assad contra a população em Douma? Apel… https://t.co/gvXKWCViQG	gugachacra sorry guga esses são os sujeitos que dizem que houve ataque do assad contra a população em douma apel	-0.5	1.0
98	98	98	98	98	98	98	98	98	98	Tue Apr 10 20:02:38 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
99	99	99	99	99	99	99	99	99	99	Tue Apr 10 20:02:38 +0000 2018	0	0	"RT @SmokesAngel1: When governments try to remove our rights to free speech, guess who exposes their tyranny? @JulianAssange
Now that he is…"	smokesangel1 when governments try to remove our right to free speech guess who expose their tyranny julianassangenow that he be	0.34285714285714286	0.6678571428571429
100	100	100	100	100	100	100	100	100	100	Tue Apr 10 20:02:38 +0000 2018	0	0	RT @FishcoinNetwork: We hope for a positive result. @FishcoinNetwork is created with advocacy at heart, to present fishermen with the end g…	fishcoinnetwork we hope for a positive result fishcoinnetwork be create with advocacy at heart to present fishermen with the end g	0.11363636363636363	0.2727272727272727
101	101	101	101	101	101	101	101	101	101	Tue Apr 10 20:02:38 +0000 2018	0	0	RT @cpriyad03: Women across the globe are fighting for #equalpayday.V few women from 1 country R fighting 4 rights to work in the United St…	cpriyad03 women across the globe be fight for equalpaydayv few women from 1 country r fight 4 right to work in the united st	0.042857142857142844	0.31785714285714284
102	102	102	102	102	102	102	102	102	102	Tue Apr 10 20:02:39 +0000 2018	0	0	RT @SiphamandlaGoge: #ANCKZN Bodyguards allegedly belonging to some mayors and MEC(s) had guns drawn on party members at the ANC Moses Mabh…	siphamandlagoge anckzn bodyguards allegedly belong to some mayors and mecs have gun draw on party members at the anc moses mabh	-0.1	0.1
103	103	103	103	103	103	103	103	103	103	Tue Apr 10 20:02:39 +0000 2018	0	0	RT @fightfortheftr: Mark #Zuckerberg is saying a lot of words. But what he's NOT saying speaks louder. #AskFacebook if they'll take the ste…	fightfortheftr mark zuckerberg be say a lot of word but what hes not say speak louder askfacebook if theyll take the ste	0.0	0.0
104	104	104	104	104	104	104	104	104	104	Tue Apr 10 20:02:39 +0000 2018	0	0	Keynote lecture by Prof John Eekelaar next Mon @LawUCC to mark launch of Centre for Children's Rights &amp; Family Law https://t.co/XBoMm7ABFl	keynote lecture by prof john eekelaar next mon lawucc to mark launch of centre for childrens rights amp family law	0.0	0.0
105	105	105	105	105	105	105	105	105	105	Tue Apr 10 20:02:39 +0000 2018	0	0	@AndreaHorwath Wynne and Flynn's proposed amendments will unravel 40 years of successful labour relations, and remo… https://t.co/e3O1wTI4HC	andreahorwath wynne and flynns propose amendments will unravel 40 years of successful labour relations and remo	0.75	0.95
106	106	106	106	106	106	106	106	106	106	Tue Apr 10 20:02:39 +0000 2018	0	0	RT @ZellnerLaw: Yesterday: Filed our 6th federal civil rights lawsuit in 5 weeks. Coerced confessions refuted by science &amp; Brady violations…	zellnerlaw yesterday filed our 6th federal civil right lawsuit in 5 weeks coerced confessions refute by science amp brady violations	0.2857142857142857	0.5357142857142857
107	107	107	107	107	107	107	107	107	107	Tue Apr 10 20:02:39 +0000 2018	0	0	India has always been selective in human rights discussions, says Secretary General of Amnesty International - The… https://t.co/u0z6GEkKQV	india have always be selective in human right discussions say secretary general of amnesty international the	0.08392857142857144	0.2839285714285714
108	108	108	108	108	108	108	108	108	108	Tue Apr 10 20:02:40 +0000 2018	0	0	RT @cabot_phillips: Reminder: You’re anti-women’s rights if you think babies like this should be protected https://t.co/EL9UyEkqko	cabot_phillips reminder youre antiwomens right if you think baby like this should be protect	0.2857142857142857	0.5357142857142857
109	109	109	109	109	109	109	109	109	109	Tue Apr 10 20:02:41 +0000 2018	0	0	https://t.co/TxjR055bMD @WRH_Mike_Rivero's #news #talkshow 4/10/18 #HillaryClinton #FBI #WW3 #CIA #UraniumOne… https://t.co/nqNkL7WhFV	wrh_mike_riveros news talkshow 41018 hillaryclinton fbi ww3 cia uraniumone	0.0	0.0
110	110	110	110	110	110	110	110	110	110	Tue Apr 10 20:02:41 +0000 2018	0	0	@JeromeElam @4AllFreeSpeech @MeghanEMurphy And back to my original point, which is march for men and boys. Fight th… https://t.co/dqWFhnTKCS	jeromeelam 4allfreespeech meghanemurphy and back to my original point which be march for men and boys fight th	0.1875	0.375
111	111	111	111	111	111	111	111	111	111	Tue Apr 10 20:02:42 +0000 2018	0	0	RT @sfpelosi: Some of us have said for years that bridging the digital divide to achieve computer literacy is the civil rights educaction f…	sfpelosi some of us have say for years that bridge the digital divide to achieve computer literacy be the civil right educaction f	0.14285714285714285	0.26785714285714285
112	112	112	112	112	112	112	112	112	112	Tue Apr 10 20:02:42 +0000 2018	0	0	@EveKeneinan The comic (and you) are confusing abstract ideas with real world implementation. Virtually no one advo… https://t.co/W6RvvRutXv	evekeneinan the comic and you be confuse abstract ideas with real world implementation virtually no one advo	0.225	0.4
113	113	113	113	113	113	113	113	113	113	Tue Apr 10 20:02:42 +0000 2018	0	0	"RT @RepHagan: I am honored to have the @NRA’s endorsement!

As OH-16’s next Congresswoman I will fight to defend your Second Amendment righ…"	rephagan i be honor to have the nras endorsementas oh16s next congresswoman i will fight to defend your second amendment righ	0.0	0.0
114	114	114	114	114	114	114	114	114	114	Tue Apr 10 20:02:42 +0000 2018	0	0	"RT @LilaGraceRose: As outrageous as it seems, @womensmarch support of sex trafficking website #Backpage shouldn’t surprise us. 

Planned Pa…"	lilagracerose as outrageous as it seem womensmarch support of sex traffic website backpage shouldnt surprise us planned pa	-1.0	1.0
115	115	115	115	115	115	115	115	115	115	Tue Apr 10 20:02:43 +0000 2018	0	0	RT @perrybellegarde: Free, Prior &amp; Informed Consent means #FirstNations have the right to say yes or no &amp; to determine conditions for devel…	perrybellegarde free prior amp informed consent mean firstnations have the right to say yes or no amp to determine condition for devel	0.09330357142857143	0.5058035714285715
116	116	116	116	116	116	116	116	116	116	Tue Apr 10 20:02:43 +0000 2018	0	0	Morocco made significant progress in the areas of human rights, democracy and the rule of law https://t.co/hbNsOH0GeK	morocco make significant progress in the areas of human right democracy and the rule of law	0.22023809523809523	0.5035714285714286
117	117	117	117	117	117	117	117	117	117	Tue Apr 10 20:02:43 +0000 2018	0	0	RT @ajplus: 25 young people, aged 7 to 26, sued Colombia’s government for failing to protect the Amazon rainforest from rising deforestatio…	ajplus 25 young people age 7 to 26 sue colombias government for fail to protect the amazon rainforest from rise deforestatio	-0.2	0.35
118	118	118	118	118	118	118	118	118	118	Tue Apr 10 20:02:43 +0000 2018	0	0	RT @culturejedi: But #privacy policies that don’t protect data or civil rights of the most vulnerable users on #Facebook isn’t worth a damn…	culturejedi but privacy policies that dont protect data or civil right of the most vulnerable users on facebook isnt worth a damn	0.1464285714285714	0.4089285714285714
119	119	119	119	119	119	119	119	119	119	Tue Apr 10 20:02:43 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
120	120	120	120	120	120	120	120	120	120	Tue Apr 10 20:02:44 +0000 2018	0	0	"@HAL9000and1 Can't have it both ways. Either guns are super scary ""WEAPONS OF WAR"" or guns are so useless that they… https://t.co/h3qBT1NhyT"	hal9000and1 cant have it both ways either gun be super scary weapons of war or gun be so useless that they	-0.22222222222222224	0.6222222222222221
121	121	121	121	121	121	121	121	121	121	Tue Apr 10 20:02:44 +0000 2018	0	0	"Let me try to put this eloquently...

Your First Amendment rights are getting the living shit kicked outnof them to… https://t.co/FNdPKPTx0C"	let me try to put this eloquentlyyour first amendment right be get the live shit kick outnof them to	0.11801948051948051	0.5422619047619048
122	122	122	122	122	122	122	122	122	122	Tue Apr 10 20:02:44 +0000 2018	0	0	Journalism is still terrorism in #Ethiopia. Blogging is still a crime. Gross human rights violations and horrifying… https://t.co/uxAi5X832j	journalism be still terrorism in ethiopia blogging be still a crime gross human right violations and horrify	0.09523809523809523	0.2119047619047619
123	123	123	123	123	123	123	123	123	123	Tue Apr 10 20:02:45 +0000 2018	0	0	@KenRoth If left to US government propaganda NGOs such as HRW, it probably would be the end of human rights.	kenroth if leave to us government propaganda ngos such as hrw it probably would be the end of human right	0.04642857142857142	0.30892857142857144
124	124	124	124	124	124	124	124	124	124	Tue Apr 10 20:02:45 +0000 2018	0	0	RT @DrLindaMD: I think you r both right. The system should not be such that we have 2 negotiate. Until it changes, we r forced to negotiate…	drlindamd i think you r both right the system should not be such that we have 2 negotiate until it change we r force to negotiate	0.14285714285714285	0.5178571428571428
125	125	125	125	125	125	125	125	125	125	Tue Apr 10 20:02:45 +0000 2018	0	0	RT @ajplus: 25 young people, aged 7 to 26, sued Colombia’s government for failing to protect the Amazon rainforest from rising deforestatio…	ajplus 25 young people age 7 to 26 sue colombias government for fail to protect the amazon rainforest from rise deforestatio	-0.2	0.35
126	126	126	126	126	126	126	126	126	126	Tue Apr 10 20:02:45 +0000 2018	0	0	RT @dalanah: The Turnbull Gov is attacking our democratic rights. We need to fight back - while we still can! https://t.co/9lz02pkc5O via @…	dalanah the turnbull gov be attack our democratic right we need to fight back while we still can via	0.14285714285714285	0.26785714285714285
127	127	127	127	127	127	127	127	127	127	Tue Apr 10 20:02:45 +0000 2018	0	0	Senate Dems introduce 'Privacy Bill of Rights' – CNET https://t.co/jhUurZmrMT https://t.co/sanWDGDe11	senate dems introduce privacy bill of rights cnet	0.0	0.0
128	128	128	128	128	128	128	128	128	128	Tue Apr 10 20:02:45 +0000 2018	0	0	RT @teamtrace: Religious leaders in Missouri oppose a bill that would let people carry concealed guns into churches without the permission…	teamtrace religious leaders in missouri oppose a bill that would let people carry conceal gun into church without the permission	0.0	0.25
129	129	129	129	129	129	129	129	129	129	Tue Apr 10 20:02:45 +0000 2018	0	0	"RT @IncorrectEn: ""Three substantial groups were denied the opportunity to vote when inclusion of any two of those groups would almost certa…"	incorrecten three substantial group be deny the opportunity to vote when inclusion of any two of those group would almost certa	0.0	0.0
130	130	130	130	130	130	130	130	130	130	Tue Apr 10 20:02:47 +0000 2018	0	0	"RT @Dstroyr_U2b: Actually, I didn't have to meet any of those requirements to adopt my kitten

I don't live in a nanny state 😉

#gunsense
#…"	dstroyr_u2b actually i didnt have to meet any of those requirements to adopt my kitteni dont live in a nanny state gunsense	0.06818181818181818	0.3
131	131	131	131	131	131	131	131	131	131	Tue Apr 10 20:02:47 +0000 2018	0	0	RT @wvufanagent99: Shoot Straight Gun Shop is sponsoring bus rides to the National Stand For Your Rights Event being held in Tallahassee th…	wvufanagent99 shoot straight gun shop be sponsor bus rid to the national stand for your rights event be hold in tallahassee th	0.2	0.4
132	132	132	132	132	132	132	132	132	132	Tue Apr 10 20:02:47 +0000 2018	0	0	RT @DavidSPJM: Dick Durbin preaching about individual rights is a great time to call it a day. #facebook	davidspjm dick durbin preach about individual right be a great time to call it a day facebook	0.36190476190476195	0.5619047619047619
133	133	133	133	133	133	133	133	133	133	Tue Apr 10 20:02:48 +0000 2018	0	0	RT @SenSanders: Mike Pompeo is absolutely the wrong choice for secretary of state. He is a supporter of the Global Gag Rule. He opposes LGB…	sensanders mike pompeo be absolutely the wrong choice for secretary of state he be a supporter of the global gag rule he oppose lgb	-0.09999999999999999	0.6
134	134	134	134	134	134	134	134	134	134	Tue Apr 10 20:02:48 +0000 2018	0	0	"RT @fahadshk: #CJP_ActionAgainstKE
Lets rise for our rights, ❤❤💕"	fahadshk cjp_actionagainstkelets rise for our right	0.2857142857142857	0.5357142857142857
135	135	135	135	135	135	135	135	135	135	Tue Apr 10 20:02:48 +0000 2018	0	0	@MartyGarrison @mes22757 @janebytheshore @DebraMessing @davidhogg111 @MomsDemand But that's patently not true. Ther… https://t.co/29Fgvmc7D9	martygarrison mes22757 janebytheshore debramessing davidhogg111 momsdemand but thats patently not true ther	-0.175	0.65
136	136	136	136	136	136	136	136	136	136	Tue Apr 10 20:02:48 +0000 2018	0	0	RT @LastWave2014: #IJustFoundOut That #NikolasCruz Was Bullied For Years Until He Cracked And Went On A Deadly Shooting Spree, By The Same…	lastwave2014 ijustfoundout that nikolascruz was bullied for years until he cracked and went on a deadly shooting spree by the same	-0.1	0.2625
137	137	137	137	137	137	137	137	137	137	Tue Apr 10 20:02:49 +0000 2018	0	0	RT @JoJoBeaz62: The amendment of #Barbuda's Land Act will be debated in the Antiguan parliament in another week. The problem, there has bee…	jojobeaz62 the amendment of barbudas land act will be debate in the antiguan parliament in another week the problem there have bee	0.0	0.0
138	138	138	138	138	138	138	138	138	138	Tue Apr 10 20:02:49 +0000 2018	0	0	RT @JoJoBeaz62: The amendment of #Barbuda's Land Act will be debated in the Antiguan parliament in another week. The problem, there has bee…	jojobeaz62 the amendment of barbudas land act will be debate in the antiguan parliament in another week the problem there have bee	0.0	0.0
139	139	139	139	139	139	139	139	139	139	Tue Apr 10 20:02:49 +0000 2018	0	0	RT @JoJoBeaz62: The amendment of #Barbuda's Land Act will be debated in the Antiguan parliament in another week. The problem, there has bee…	jojobeaz62 the amendment of barbudas land act will be debate in the antiguan parliament in another week the problem there have bee	0.0	0.0
140	140	140	140	140	140	140	140	140	140	Tue Apr 10 20:02:49 +0000 2018	0	0	"Retweeted Human Rights Watch (@hrw):

US Congress: Create laws to protect the data of social media users… https://t.co/rq8RqZixEB"	retweeted human rights watch hrwus congress create laws to protect the data of social media users	0.016666666666666666	0.08333333333333334
141	141	141	141	141	141	141	141	141	141	Tue Apr 10 20:02:49 +0000 2018	0	0	@CoolKrista @nowthisnews For SF LGVT Liberals who DEMANDED equal rights &amp; their voices to be finally heard—-you sur… https://t.co/qVgqwEUAeq	coolkrista nowthisnews for sf lgvt liberals who demanded equal right amp their voice to be finally heardyou sur	0.09523809523809523	0.5952380952380952
142	142	142	142	142	142	142	142	142	142	Tue Apr 10 20:02:49 +0000 2018	0	0	"RT @MsPackyetti: Things that are actually old + tired: 

-Guns in your twitter name
-bragging about supposedly killing people
-your dusty a…"	mspackyetti things that be actually old tire guns in your twitter namebragging about supposedly kill peopleyour dusty a	-0.15000000000000002	0.4
143	143	143	143	143	143	143	143	143	143	Tue Apr 10 20:02:49 +0000 2018	0	0	RT @LglArmdBlkMan: @RepJoeKennedy We need a fiscal civil rights movement for the middle class, POC, and our working poor. Right now we have…	lglarmdblkman repjoekennedy we need a fiscal civil right movement for the middle class poc and our work poor right now we have	0.042857142857142844	0.4178571428571428
144	144	144	144	144	144	144	144	144	144	Tue Apr 10 20:02:50 +0000 2018	0	0	So this guy pulled a gun out on an officer and didn’t get shot but cops “mistake” phones and metal poles for being… https://t.co/8eyhPGBaFN	so this guy pull a gun out on an officer and didnt get shoot but cop mistake phone and metal pole for be	0.0	0.0
145	145	145	145	145	145	145	145	145	145	Tue Apr 10 20:02:50 +0000 2018	0	0	RT @Scott_Maxwell: Pam Bondi and Rick Scott say they want to deny a judge's order to allow voting-restoration rights because the stand with…	scott_maxwell pam bondi and rick scott say they want to deny a judge order to allow votingrestoration right because the stand with	0.2857142857142857	0.5357142857142857
146	146	146	146	146	146	146	146	146	146	Tue Apr 10 20:02:51 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
147	147	147	147	147	147	147	147	147	147	Tue Apr 10 20:02:52 +0000 2018	0	0	Humans evolution to use a online share multi messaging wall isn’t owned by uckerberger or facebook 😂🙄 and if facebo… https://t.co/dqMoWi3nfI	humans evolution to use a online share multi message wall isnt own by uckerberger or facebook and if facebo	0.6	1.0
148	148	148	148	148	148	148	148	148	148	Tue Apr 10 20:02:52 +0000 2018	0	0	RT @biswajitroy2009: Openly brandishing guns, machetes, axes, hurling bombs by the goons of @AITCofficial to thwart the opposition from fil…	biswajitroy2009 openly brandish gun machetes ax hurl bomb by the goons of aitcofficial to thwart the opposition from fil	0.0	0.5
149	149	149	149	149	149	149	149	149	149	Tue Apr 10 20:02:54 +0000 2018	0	0	RT @GizliKatip: G ve M şu twite bir el atabilir mi lütfen? 🤨 yabancı dilde olması önemli değil, önemli olan verilen mesaj “Bırakma Beni” ya…	gizlikatip g ve m şu twite bir el atabilir mi lütfen yabancı dilde olması önemli değil önemli olan verilen mesaj bırakma beni ya	0.0	0.0
150	150	150	150	150	150	150	150	150	150	Tue Apr 10 20:02:54 +0000 2018	0	0	"@beldenmusic @DLoesch @NRA @NRATV July 7th Washington DC #MarchForOurRight
https://t.co/QMelMBVjTZ
Will you Join us… https://t.co/nJ9wSPS34y"	beldenmusic dloesch nra nratv july 7th washington dc marchforourrightwill you join us	0.0	0.0
151	151	151	151	151	151	151	151	151	151	Tue Apr 10 20:02:54 +0000 2018	0	0	RT @GoDiegitoGo: If your girlfriend talks to you about her feelings and things she wants to work on and you think that’s her “complaining”,…	godiegitogo if your girlfriend talk to you about her feel and things she want to work on and you think thats her complain	0.0	0.0
152	152	152	152	152	152	152	152	152	152	Tue Apr 10 20:02:54 +0000 2018	0	0	RT @OnlyAfricaFacts: With $1.4 billion (Forbes, April 2018), Zimbabwe’s Strive Masiyiwa, 57, is Africa’s newest addition to the billionaire…	onlyafricafacts with 14 billion forbes april 2018 zimbabwes strive masiyiwa 57 be africas newest addition to the billionaire	0.0	0.0
153	153	153	153	153	153	153	153	153	153	Tue Apr 10 20:02:55 +0000 2018	0	0	"RT @CllrBSilvester: Organisations the UK should LEAVE:-
1) The EU
2) The UN
3)The European Court of Human Rights.
What else should we #LEAV…"	cllrbsilvester organisations the uk should leave1 the eu2 the un3the european court of human rightswhat else should we leav	0.0	0.05
154	154	154	154	154	154	154	154	154	154	Tue Apr 10 20:02:55 +0000 2018	0	0	RT @SiphamandlaGoge: #ANCKZN Bodyguards allegedly belonging to some mayors and MEC(s) had guns drawn on party members at the ANC Moses Mabh…	siphamandlagoge anckzn bodyguards allegedly belong to some mayors and mecs have gun draw on party members at the anc moses mabh	-0.1	0.1
155	155	155	155	155	155	155	155	155	155	Tue Apr 10 20:02:55 +0000 2018	0	0	RT @starcrosswolf: Here's an interesting side effect from all these liberal idiots passing laws to ban guns. It's in areas where mainly lib…	starcrosswolf heres an interest side effect from all these liberal idiots pass laws to ban gun its in areas where mainly lib	-0.3166666666666667	0.5666666666666667
156	156	156	156	156	156	156	156	156	156	Tue Apr 10 20:02:55 +0000 2018	0	0	@DavidJSciascia You are confusing the concept of the right of free speech with views you half close to your heart.… https://t.co/oaIPRl07bw	davidjsciascia you be confuse the concept of the right of free speech with view you half close to your heart	0.17301587301587304	0.5007936507936509
157	157	157	157	157	157	157	157	157	157	Tue Apr 10 20:02:56 +0000 2018	0	0	@SaucyViolet Well, no one is explaining that XX and XY have different reproductive rights, so it is just two kisses to him.	saucyviolet well no one be explain that xx and xy have different reproductive right so it be just two kiss to him	0.14285714285714285	0.5678571428571428
158	158	158	158	158	158	158	158	158	158	Tue Apr 10 20:02:56 +0000 2018	0	0	RT @JeaneF1MSP: UKG need to match our pace and commitment and do what only they can do so @scotgov can deliver our fairer, rights based soc…	jeanef1msp ukg need to match our pace and commitment and do what only they can do so scotgov can deliver our fairer right base soc	-0.17142857142857146	0.8452380952380952
159	159	159	159	159	159	159	159	159	159	Tue Apr 10 20:02:56 +0000 2018	0	0	@Mjolnirsrevenge @Murgia4 @V_of_Europe An extremely intelligent narcissist married to a barrister who specialises i… https://t.co/IuFXIc5M8C	mjolnirsrevenge murgia4 v_of_europe an extremely intelligent narcissist marry to a barrister who specialise i	0.8	0.9
160	160	160	160	160	160	160	160	160	160	Tue Apr 10 20:02:57 +0000 2018	0	0	RT @GoDiegitoGo: If your girlfriend talks to you about her feelings and things she wants to work on and you think that’s her “complaining”,…	godiegitogo if your girlfriend talk to you about her feel and things she want to work on and you think thats her complain	0.0	0.0
161	161	161	161	161	161	161	161	161	161	Tue Apr 10 20:02:57 +0000 2018	0	0	"RT @The_UnSilent_: Dear Conservatives

You elected a demagogue, because you’re afraid. Afraid of gay people, afraid of black &amp; brown people…"	the_unsilent_ dear conservativesyou elect a demagogue because youre afraid afraid of gay people afraid of black amp brown people	-0.12499999999999999	0.7694444444444445
